"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_symbol"
2603.79740789835	30	1.78196013640659	16.8353934451623	1.34292792135e-63	4.25332131249972e-59	"OR2A4"
4172.42495672689	30	1.87328473992843	16.0146502881064	1.00972828141901e-57	1.59900570645515e-53	"SLC25A36P1"
662.781993441243	25.4196109940621	1.64389915105692	15.4629990396424	6.16596458220527e-54	6.50961434158685e-50	"TACR3"
2586.75064231112	30	1.95245586253108	15.3652641146568	2.79895694409051e-53	2.21621410833087e-49	"OR14L1P"
2244.92468686881	29.9479819530347	1.95529003174297	15.3163886005897	5.94289901436075e-53	3.76446995165667e-49	"CCNB1IP1P1"
6479.50394507749	30	1.98898678494037	15.0830564723432	2.09348836077479e-51	1.10508272270765e-47	"LINC02050"
5168.91651610804	30	2.00114077478734	14.9914490664396	8.35111267227962e-51	3.77852057937772e-47	"LINC01548"
1736.21925721261	29.6236795445391	1.99917525134718	14.8179503145493	1.12154762655221e-49	4.4402070535202e-46	"SMIM9"
850.47210735061	28.6309520448864	1.94491347071324	14.7209387337869	4.7304779014173e-49	1.66470773437432e-45	"CTXN2"
2658.80357789347	29.7944147695927	2.02843203965067	14.6883968440588	7.65023932579115e-49	2.42298379926457e-45	"LINC01972"
2153.16286991673	30	2.06663974014171	14.5163181648403	9.55039621874599e-48	2.74981953672839e-44	"GLYATL3"
1156.29225949635	30	2.06791833490708	14.5073427192897	1.0885651425758e-47	2.87308626630506e-44	"UNCX"
848.523605728766	28.6081778117014	1.9731782758489	14.4985266470125	1.23778265951617e-47	2.89133886944501e-44	"CCT8L1P"
4555.85018743948	30	2.06948957232495	14.4963281773373	1.278060879396e-47	2.89133886944501e-44	"LINC02160"
4309.72680755086	30	2.08037364349419	14.4204864803094	3.84621917593844e-47	8.12116358268815e-44	"VN1R85P"
974.639222013918	27.9535599839874	1.94052108761877	14.405182279307	4.80049677676961e-47	9.50258336961545e-44	"PPP1R17"
3197.150279489	30	2.09056797779744	14.3501671883481	1.06280715932541e-46	1.98007225589143e-43	"WARS1P1"
11720.7896144285	30	2.09481761820711	14.3210557994429	1.616485970563e-46	2.84429686998173e-43	"RNA5SP154"
1489.3631731208	29.3960769396571	2.05606644707891	14.2972407245985	2.27658503347614e-46	3.7949474305398e-43	"LINC00967"
1069.83225737026	28.0797908067986	1.9766363672995	14.2058454814132	8.42792969708011e-46	1.33464694682961e-42	"LINC02120"
3486.78194120516	30	2.11811823306426	14.1635152994265	1.54089194190256e-45	2.32395855161609e-42	"NFU1P1"
799.23413051771	30	2.12964824377602	14.0868333949873	4.57626128676946e-45	6.58815215793465e-42	"AFM"
1636.28889391492	29.4742441353633	2.09316494911048	14.0811855978616	4.95711066105861e-45	6.82615690682818e-42	"NPM1P11"
1017.70457094396	28.8562098947029	2.05884160658175	14.0157503143781	1.24871524182038e-44	1.64788788078896e-41	"GOLGA2P1"
1083.29257002166	28.3624332273914	2.02725764802468	13.9905419792236	1.78049870972762e-44	2.25567820537973e-41	"ATXN8OS"
9054.38074029981	30	2.14788580480066	13.9672229933957	2.47074164745523e-44	3.00974344070008e-41	"RN7SL760P"
5697.69393927971	30	2.14944364913543	13.9571000207737	2.8478796100993e-44	3.34066825966907e-41	"RN7SL688P"
2157.66906073825	29.9214288432862	2.1529920963524	13.8976027334141	6.54985803244311e-44	7.40211050498717e-41	"LINC00348"
584.559265920085	30	2.15902588506639	13.895155314026	6.77763338736511e-44	7.40211050498717e-41	"SPDYE10P"
1657.66891438125	29.5303325998346	2.13119444093951	13.8562357486333	1.16632222117002e-43	1.23132524629656e-40	"OR7E36P"
8039.92001793629	30	2.1727610512569	13.8073167238734	2.30249444504924e-43	2.35240658269676e-40	"IGKV1-35"
9411.71956413905	28.3601498006476	2.05595212003693	13.7941684167909	2.76320835206788e-43	2.73488546645919e-40	"RN7SL57P"
7716.78694076289	30	2.18803530307489	13.710930512794	8.73306179776674e-43	8.3816222199657e-40	"RN7SL127P"
1015.70019498466	28.862648308386	2.11129577545228	13.6705849762822	1.52166964982345e-42	1.41748003380024e-39	"LECT2"
25001.5671043659	30	2.19532317768748	13.6654139604182	1.63372063533916e-42	1.47837714178463e-39	"RNU5A-8P"
2296.93961255412	30	2.19619944985762	13.6599615312466	1.76076743765116e-42	1.54908406348021e-39	"CSN2"
1006.40770446322	26.6842787108456	1.95828435903808	13.6263554308083	2.79178325350569e-42	2.38976646500087e-39	"C2orf83"
